ID,Delivery_person_ID,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Road_traffic_density,Type_of_order,order_count,City,Time_taken (min),cluster
0x8659,PUNERES04DEL01,18.601313,73.948266,23-03-2022,0.75,18:05,Medium,Meal,1.0,Metropolitian,31,0
0x4af6,PUNERES02DEL02,18.605662,73.876435,06-04-2022,18:35,18:45,Medium,Snack,2.0,Urban,31,1
0x5529,PUNERES20DEL02,18.617507,73.827069,09-03-2022,19:55,20:05,Jam,Drinks,2.0,Metropolitian,21,1
0x9b46,PUNERES11DEL02,18.536442,73.912036,01-04-2022,08:15,08:30,Low,Meal,1.0,Urban,22,2
0xb3aa,PUNERES010DEL01,18.592762,73.965455,04-03-2022,19:40,19:45,Jam,Meal,2.0,Metropolitian,32,0
0x6f20,PUNERES03DEL03,18.627571,73.88377,31-03-2022,22:10,22:20,Low,Drinks,1.0,Urban,14,1
0x6b76,PUNERES08DEL01,18.529077,73.909752,03-04-2022,09:30,09:45,Low,Drinks,1.0,Urban,12,2
0x38bd,PUNERES010DEL01,18.635503,74.01677,02-03-2022,18:55,19:10,Medium,Meal,3.0,Metropolitian,32,0
0xa180,PUNERES19DEL01,18.653112,74.029599,02-03-2022,17:55,18:05,Medium,Snack,2.0,,18,0
0x558b,PUNERES010DEL01,18.533873,73.904926,09-03-2022,10:50,0.458333333,Low,Drinks,1.0,Metropolitian,29,2
0x6e77,PUNERES17DEL01,18.584611,73.895752,04-03-2022,21:45,0.916666667,Jam,Meal,1.0,Metropolitian,35,2
0x9db,PUNERES15DEL01,18.659288,73.791066,17-03-2022,13:15,13:20,High,Snack,1.0,Metropolitian,12,1
0x4a41,PUNERES16DEL01,18.56464,73.878103,19-03-2022,14:45,14:50,High,Snack,1.0,Metropolitian,24,2
0x8a9f,PUNERES16DEL01,18.627262,73.936917,06-04-2022,17:50,17:55,Medium,Buffet,2.0,Metropolitian,31,0
0x6390,PUNERES06DEL01,18.53049,73.910885,11-03-2022,08:55,09:10,Low,Drinks,2.0,Urban,24,2
0x459a,PUNERES03DEL03,18.598015,73.857314,05-04-2022,21:15,21:30,Jam,Snack,1.0,Metropolitian,16,1
0x811e,PUNERES19DEL01,18.649379,74.016971,02-04-2022,21:25,21:40,Jam,Snack,1.0,Metropolitian,31,0
0xbd2b,PUNERES17DEL03,18.53883,73.858301,15-03-2022,22:25,22:35,Low,Drinks,2.0,Metropolitian,17,2
0x8d01,PUNERES01DEL01,18.554677,73.786029,01-04-2022,10:55,11:05,Low,Meal,1.0,Urban,19,1
0x2ada,PUNERES18DEL02,18.646179,73.86724,16-03-2022,23:45,1,Low,Meal,2.0,Metropolitian,29,1
0xa207,PUNERES06DEL03,18.617885,73.997466,02-03-2022,17:55,18:10,Medium,Drinks,2.0,Urban,39,0
0xbb5f,PUNERES01DEL02,18.565691,73.785999,03-04-2022,0.5,12:05,High,Buffet,1.0,Urban,30,1
0x5f94,PUNERES010DEL01,18.638064,74.000841,18-03-2022,21:45,21:50,Jam,Snack,2.0,Metropolitian,18,0
0x52cd,PUNERES02DEL03,18.559177,73.830537,03-04-2022,23:35,23:40,Low,Snack,1.0,Urban,25,2
0x63cb,PUNERES04DEL03,18.57998,73.926524,08-03-2022,19:45,19:50,Jam,Meal,1.0,Metropolitian,28,2
0x1057,PUNERES17DEL01,18.51997,73.846806,01-03-2022,09:55,0.416666667,Low,Meal,2.0,Metropolitian,22,2
0x142c,PUNERES02DEL01,18.563021,73.846121,19-03-2022,16:15,16:25,Medium,Drinks,2.0,Metropolitian,34,2
0x6fad,PUNERES18DEL03,18.655135,73.874951,02-04-2022,20:25,20:40,Jam,Meal,2.0,Metropolitian,32,1
0xabe7,PUNERES13DEL01,18.590218,73.957185,05-03-2022,15:55,16:05,Medium,Meal,2.0,Metropolitian,28,0
0xaeac,PUNERES09DEL02,18.599969,73.979722,23-03-2022,22:45,22:55,Low,Snack,3.0,Metropolitian,39,0
0x498c,PUNERES17DEL02,18.584798,73.911644,14-03-2022,18:55,19:05,Medium,Snack,2.0,Metropolitian,23,2
0x3141,PUNERES02DEL02,18.556942,73.828584,17-03-2022,09:25,09:30,Low,Drinks,1.0,Metropolitian,20,2
0xab3d,PUNERES08DEL03,18.573362,73.961717,17-03-2022,21:45,21:55,Jam,Snack,1.0,Metropolitian,24,0
0x8bee,PUNERES18DEL03,18.596521,73.812884,03-03-2022,23:30,23:45,Low,Snack,1.0,Urban,13,1
0x11f2,PUNERES03DEL01,18.604145,73.866965,02-04-2022,22:20,22:30,Low,Buffet,2.0,Metropolitian,16,1
0x7976,PUNERES14DEL03,18.57944,73.929227,12-03-2022,17:30,17:35,Medium,Buffet,2.0,Metropolitian,40,2
0x3e3a,PUNERES17DEL02,18.593161,73.915801,06-03-2022,20:10,20:15,Jam,Snack,2.0,Metropolitian,44,2
0x9b49,PUNERES02DEL02,18.668045,73.930676,27-03-2022,23:25,23:30,Low,Snack,2.0,Metropolitian,30,0
0x88e4,PUNERES05DEL02,18.659422,74.041029,02-03-2022,0.916666667,22:15,Jam,Drinks,1.0,Metropolitian,12,0
0xb9ae,PUNERES06DEL01,18.590385,73.966803,06-03-2022,0.916666667,22:05,Jam,Meal,1.0,Metropolitian,36,0
0x9fec,PUNERES06DEL01,18.592525,73.98291,02-04-2022,23:10,23:20,Low,Snack,1.0,Metropolitian,17,0
0x5657,PUNERES14DEL03,18.520003,73.86956,03-03-2022,0.833333333,20:05,Jam,Buffet,1.0,Metropolitian,34,2
0xb459,PUNERES20DEL01,18.576919,73.786848,21-03-2022,11:45,11:55,High,Buffet,1.0,Urban,13,1
0x28b7,PUNERES16DEL02,18.653506,73.963365,02-04-2022,17:55,0.75,Medium,Meal,2.0,Metropolitian,39,0
0x3b04,PUNERES08DEL01,18.632354,74.005251,31-03-2022,0.916666667,22:05,Jam,Drinks,2.0,Urban,17,0
0x3ac0,PUNERES06DEL03,18.588927,73.9578,26-03-2022,0.875,21:15,Jam,Meal,2.0,Metropolitian,32,0
0x8b14,PUNERES02DEL01,18.637336,73.910006,06-04-2022,20:20,20:35,Jam,Buffet,2.0,Urban,37,1
0x85bd,PUNERES01DEL01,18.55404,73.785828,15-03-2022,09:40,09:55,Low,Buffet,2.0,Metropolitian,23,1
0x5a0a,PUNERES19DEL01,18.585961,73.95743,28-03-2022,15:20,15:30,Medium,Meal,1.0,Metropolitian,25,0
0x6744,PUNERES16DEL02,18.527772,73.858709,07-03-2022,10:25,10:35,Low,Snack,1.0,Urban,15,2
0x1371,PUNERES11DEL03,18.605366,73.99107,16-03-2022,23:30,23:35,Low,Drinks,2.0,Metropolitian,35,0
0x54b0,PUNERES14DEL02,18.519426,73.868537,17-03-2022,09:20,09:30,Low,Snack,2.0,Urban,24,2
0x5c6,PUNERES05DEL03,18.558964,73.933902,17-03-2022,,19:50,Jam,Snack,1.0,Urban,13,2
0x60f7,PUNERES13DEL02,18.558067,73.936447,03-03-2022,0.375,09:10,Low,Snack,1.0,Urban,15,2
0xabc3,PUNERES07DEL03,18.623948,73.997661,04-04-2022,23:25,23:35,Low,Snack,2.0,Metropolitian,16,0
0x6d5a,PUNERES07DEL02,18.584823,73.947029,09-03-2022,21:40,21:45,Jam,Drinks,2.0,Urban,25,0
0xaf4,PUNERES14DEL02,18.539573,73.898096,09-03-2022,20:55,0.875,Jam,Snack,1.0,Metropolitian,30,2
0x4ff3,PUNERES16DEL03,18.543483,73.857225,03-03-2022,17:40,17:50,Medium,Buffet,2.0,Metropolitian,15,2
0x86ef,PUNERES05DEL01,18.639174,74.007653,12-03-2022,21:50,21:55,Jam,Snack,2.0,Metropolitian,39,0
0x8921,PUNERES19DEL01,18.616556,73.991708,06-03-2022,0.791666667,19:15,Medium,Meal,2.0,Metropolitian,31,0
0x2e5b,PUNERES18DEL01,18.686665,73.901572,14-03-2022,21:15,21:30,Jam,Drinks,2.0,Metropolitian,18,1
0x488e,PUNERES14DEL01,18.601814,73.960162,29-03-2022,0.75,18:15,Medium,Buffet,2.0,Metropolitian,31,0
0x5302,PUNERES14DEL02,18.573659,73.925905,02-03-2022,18:35,18:50,Medium,Drinks,2.0,Metropolitian,37,2
0xb024,PUNERES06DEL02,18.545222,73.921325,19-03-2022,08:20,08:35,Low,Drinks,2.0,Metropolitian,19,2
0x1bbd,PUNERES13DEL02,18.629972,73.993915,25-03-2022,23:10,23:25,Low,Meal,1.0,Metropolitian,27,0
0x94a6,PUNERES14DEL03,18.558481,73.899626,05-04-2022,21:10,21:25,Jam,Drinks,3.0,Metropolitian,48,2
0x5ef7,PUNERES06DEL02,18.652575,74.037798,18-03-2022,18:25,18:30,Medium,Snack,3.0,Metropolitian,36,0
0x6250,PUNERES14DEL01,18.497654,73.849407,01-03-2022,09:10,09:20,Low,Snack,1.0,Metropolitian,18,2
0x5ae8,PUNERES04DEL02,18.506042,73.853101,01-03-2022,0.375,09:10,Low,Buffet,1.0,Urban,22,2
0x12d5,PUNERES16DEL01,18.52974,73.832861,30-03-2022,0.5,12:05,High,Drinks,2.0,Metropolitian,16,2
0x985d,PUNERES18DEL03,18.66732,73.882824,08-03-2022,22:20,22:35,Low,Snack,2.0,Urban,31,1
0x2dce,PUNERES13DEL01,18.651967,74.034398,14-03-2022,19:15,19:20,Jam,Buffet,1.0,Metropolitian,53,0
0x905,PUNERES14DEL02,18.571555,73.926967,08-03-2022,23:25,23:40,Low,Buffet,1.0,Metropolitian,33,2
0x3da7,PUNERES010DEL01,18.582887,73.960171,29-03-2022,17:35,17:45,Medium,Drinks,1.0,Metropolitian,31,0
0x8c7a,PUNERES17DEL02,18.649007,73.955741,23-03-2022,20:20,20:25,Jam,Drinks,1.0,Metropolitian,20,0
0x3fac,PUNERES010DEL03,18.587361,73.954291,28-03-2022,20:35,20:45,Jam,Drinks,1.0,Urban,14,0
0x2cf5,PUNERES17DEL01,18.552776,73.868356,24-03-2022,15:45,15:50,Medium,Drinks,1.0,Metropolitian,34,2
0xaaf5,PUNERES08DEL02,18.56212,73.953501,19-03-2022,23:45,23:50,Low,Drinks,2.0,Metropolitian,29,2
0x2843,PUNERES010DEL01,18.531071,73.900212,21-03-2022,11:25,11:35,High,Meal,2.0,Metropolitian,28,2
0x9c2d,PUNERES18DEL01,18.588519,73.799101,21-03-2022,11:30,11:40,High,Drinks,1.0,Metropolitian,20,1
0x2bc1,PUNERES05DEL01,18.629938,74.013888,10-03-2022,1,24:15:00,Low,Buffet,2.0,Metropolitian,20,0
0x7a93,PUNERES14DEL02,18.580551,73.920771,20-03-2022,0.916666667,22:15,Jam,Snack,3.0,Urban,54,2
0x2b30,PUNERES08DEL01,18.556441,73.946276,15-03-2022,13:35,13:45,High,Snack,1.0,Urban,25,2
0xae9b,PUNERES07DEL02,18.542227,73.924262,28-03-2022,10:10,10:25,Low,Snack,2.0,Urban,19,2
0x7541,PUNERES11DEL01,18.630373,74.016742,20-03-2022,21:10,21:25,Jam,Snack,2.0,Urban,36,0
0x9719,PUNERES14DEL01,18.510063,73.860666,07-03-2022,11:20,11:25,High,Snack,2.0,Urban,22,2
0x95f9,PUNERES13DEL02,18.614659,73.996666,29-03-2022,23:55,24:05:00,Low,Buffet,2.0,Metropolitian,21,0
0x78d9,PUNERES19DEL01,18.611788,73.976948,16-03-2022,21:15,21:20,Jam,Snack,3.0,Metropolitian,45,0
0x4358,PUNERES13DEL03,18.625177,74.004363,29-03-2022,22:50,23:05,Low,Drinks,2.0,Urban,25,0
0xbca,PUNERES11DEL01,18.525419,73.905828,01-04-2022,,09:50,Low,Snack,1.0,Urban,17,2
0x3708,PUNERES15DEL01,18.719548,73.864882,20-03-2022,20:45,20:50,Jam,Buffet,2.0,Metropolitian,38,1
0x3cdf,PUNERES09DEL02,18.596652,73.974179,31-03-2022,23:45,1,Low,Drinks,2.0,Metropolitian,21,0
0x69ae,PUNERES14DEL02,18.619667,73.971824,25-03-2022,23:30,23:45,Low,Meal,2.0,Metropolitian,12,0
0x2a94,PUNERES010DEL03,18.553732,73.924356,30-03-2022,22:15,22:30,Low,Drinks,1.0,Metropolitian,21,2
0x3d2b,PUNERES13DEL01,18.583337,73.955771,13-03-2022,15:15,15:25,Medium,Buffet,2.0,Metropolitian,19,0
0x4dc0,PUNERES13DEL01,18.54583,73.919431,09-03-2022,10:55,11:10,Low,Drinks,1.0,Urban,18,2
0x16ef,PUNERES15DEL01,18.634438,73.764847,15-03-2022,11:45,11:50,High,Meal,2.0,Metropolitian,44,1
0x7ffd,PUNERES17DEL01,18.527638,73.845673,17-03-2022,10:30,10:45,Low,Buffet,1.0,Urban,14,2
0x4da1,PUNERES18DEL01,18.642468,73.860238,12-03-2022,21:50,21:55,Jam,Buffet,2.0,Metropolitian,36,1
0x90f1,PUNERES20DEL03,18.624937,73.82633,11-03-2022,0.958333333,23:10,Low,Meal,2.0,Urban,15,1
0x3a77,PUNERES09DEL01,18.52826,73.906154,24-03-2022,10:55,11:05,Low,Buffet,2.0,Metropolitian,18,2
0x3836,PUNERES03DEL02,18.659707,73.919924,12-03-2022,22:10,22:25,Low,Meal,3.0,Metropolitian,37,0
0xbbe,PUNERES14DEL03,18.584459,73.927499,02-04-2022,,20:25,Jam,Buffet,2.0,Metropolitian,26,2
0x456a,PUNERES11DEL03,18.609369,73.992266,18-03-2022,21:25,21:30,Jam,Snack,2.0,Metropolitian,48,0
0x60ec,PUNERES06DEL02,18.572209,73.958945,15-03-2022,18:55,19:10,Medium,Snack,2.0,Metropolitian,27,0
0x279a,PUNERES20DEL01,18.586665,73.784198,01-03-2022,10:35,10:40,Low,Buffet,2.0,Metropolitian,22,1
0x45e6,PUNERES08DEL02,18.538634,73.925153,28-03-2022,09:35,09:45,Low,Drinks,2.0,Metropolitian,18,2
0x62f,PUNERES08DEL02,18.589196,73.978172,08-03-2022,,0.875,Jam,Meal,1.0,Metropolitian,26,0
0x74f7,PUNERES18DEL03,18.65999,73.86718,16-03-2022,20:50,21:05,Jam,Buffet,2.0,Metropolitian,37,1
0x73b6,PUNERES05DEL03,18.607104,73.99063,04-03-2022,18:20,18:25,Medium,Snack,2.0,Metropolitian,46,0
0x1c28,PUNERES15DEL03,18.668087,73.80258,30-03-2022,21:55,22:10,Jam,Buffet,2.0,Metropolitian,34,1
0xae2,PUNERES20DEL02,18.709708,73.907224,20-03-2022,23:55,24:05:00,Low,Snack,2.0,Metropolitian,16,1
0x2ca5,PUNERES12DEL01,18.509488,73.842877,15-03-2022,09:30,09:45,Low,Drinks,1.0,Metropolitian,15,2
0xb18d,PUNERES02DEL03,18.615826,73.889884,31-03-2022,20:30,20:45,Jam,Drinks,2.0,Metropolitian,32,1
0x21c4,PUNERES20DEL01,18.646046,73.834697,14-03-2022,19:30,19:45,Jam,Buffet,2.0,Metropolitian,44,1
0xa6c5,PUNERES19DEL01,18.653555,74.034284,23-03-2022,22:45,0.958333333,Low,Drinks,2.0,Metropolitian,16,0
0x6167,PUNERES06DEL01,18.603439,73.96841,27-03-2022,18:55,19:10,Medium,Snack,2.0,Urban,35,0
0x819a,PUNERES06DEL01,18.637865,74.01727,27-03-2022,20:10,20:25,Jam,Meal,2.0,Metropolitian,36,0
0xaf84,PUNERES11DEL02,18.525097,73.925971,07-03-2022,08:30,08:45,Low,Meal,1.0,Metropolitian,19,2
0x5fc2,PUNERES07DEL01,18.572689,73.947421,17-03-2022,15:15,15:25,Medium,Snack,2.0,Metropolitian,26,0
0x3bd3,PUNERES19DEL02,18.589481,73.967726,05-04-2022,20:20,20:35,Jam,Meal,2.0,Urban,34,0
0x7721,PUNERES13DEL03,18.572395,73.951018,13-03-2022,18:20,18:30,Medium,Buffet,1.0,Metropolitian,27,0
0x425a,PUNERES01DEL02,18.597113,73.823279,05-03-2022,,21:05,Jam,Drinks,2.0,Metropolitian,24,1
0x6e01,PUNERES15DEL03,18.651671,73.778906,26-03-2022,17:10,17:25,Medium,Meal,2.0,Metropolitian,27,1
0x560b,PUNERES03DEL02,18.606784,73.880449,31-03-2022,17:25,17:30,Medium,Snack,2.0,Metropolitian,39,1
0xbeac,PUNERES03DEL03,18.557937,73.832667,11-03-2022,18:35,18:40,Medium,Snack,2.0,Urban,19,2
0x765a,PUNERES17DEL02,18.568967,73.871791,13-03-2022,19:55,0.833333333,Jam,Meal,2.0,Metropolitian,29,2
0x5715,PUNERES20DEL02,18.614369,73.831127,17-03-2022,23:25,23:30,Low,Meal,1.0,Metropolitian,19,1
0x44c2,PUNERES05DEL01,18.526283,73.919992,03-04-2022,11:20,11:25,High,Drinks,1.0,Metropolitian,35,2
0x7f20,PUNERES15DEL03,18.680387,73.815307,19-03-2022,21:10,21:20,Jam,Buffet,2.0,Metropolitian,16,1
0x9fb0,PUNERES08DEL03,18.59808,73.987531,31-03-2022,18:15,18:30,Medium,Drinks,2.0,Metropolitian,27,0
0x4e72,PUNERES18DEL01,18.649833,73.863232,20-03-2022,21:20,21:25,Jam,Meal,2.0,Metropolitian,31,1
0xab1a,PUNERES07DEL03,18.548593,73.932321,17-03-2022,19:55,20:05,Jam,Buffet,2.0,Urban,15,2
0xb8b,PUNERES010DEL03,18.573111,73.949178,30-03-2022,18:15,18:25,Medium,Meal,2.0,Urban,21,0
0x5baa,PUNERES08DEL01,18.617805,74.009434,25-03-2022,19:40,19:45,Jam,Buffet,3.0,Urban,39,0
0x3007,PUNERES20DEL02,18.655321,73.84706,04-04-2022,20:40,20:55,Jam,Drinks,2.0,Urban,22,1
0x2f64,PUNERES07DEL02,18.66362,74.038472,04-04-2022,21:40,21:55,Jam,Snack,1.0,Urban,38,0
0x812f,PUNERES07DEL03,18.560492,73.922227,05-03-2022,19:25,19:40,Jam,Snack,2.0,Metropolitian,28,2
0x3b1c,PUNERES07DEL02,18.581173,73.956132,19-03-2022,20:50,0.875,Jam,Snack,2.0,Metropolitian,25,0
0x1d0e,PUNERES17DEL03,18.543269,73.866647,03-03-2022,19:20,19:25,Jam,Meal,2.0,Metropolitian,13,2
0x97f6,PUNERES03DEL01,18.567591,73.83453,11-03-2022,15:20,15:30,Medium,Buffet,2.0,Metropolitian,28,2
0x45f4,PUNERES05DEL01,18.638911,74.018753,29-03-2022,17:15,17:25,Medium,Snack,2.0,Metropolitian,30,0
0xa619,PUNERES09DEL01,18.582732,73.96531,06-03-2022,23:10,23:15,Low,Snack,1.0,Metropolitian,28,0
0x17d0,PUNERES20DEL02,18.626636,73.829744,05-03-2022,22:10,22:25,Low,Snack,2.0,Metropolitian,19,1
0x35d9,PUNERES17DEL01,18.54393,73.863775,05-03-2022,12:30,12:45,High,Meal,1.0,Urban,25,2
0x1f6e,PUNERES20DEL01,18.608204,73.812246,13-03-2022,12:20,12:30,High,Drinks,1.0,Metropolitian,22,1
0x76d1,PUNERES09DEL03,18.570718,73.963463,21-03-2022,18:10,18:15,Medium,Meal,2.0,Metropolitian,31,0
0x88a1,PUNERES06DEL01,18.635291,74.022367,02-03-2022,19:20,19:25,Jam,Snack,2.0,Metropolitian,20,0
0x6e03,PUNERES13DEL02,18.678517,74.039923,02-04-2022,20:35,20:45,Jam,Snack,2.0,Metropolitian,51,0
0x792b,PUNERES02DEL03,18.563538,73.827749,26-03-2022,23:15,23:25,Low,Snack,2.0,Metropolitian,25,2
0x79ae,PUNERES04DEL01,18.512706,73.854204,24-03-2022,10:40,10:45,Low,Snack,1.0,Metropolitian,10,2
0x7208,PUNERES17DEL01,18.628815,73.937596,02-03-2022,23:40,23:45,Low,Snack,1.0,Metropolitian,39,0
0x2c3a,PUNERES12DEL01,18.577217,73.892725,31-03-2022,21:30,21:35,Jam,Snack,2.0,Metropolitian,53,2
0x23a7,PUNERES11DEL01,18.528274,73.910295,30-03-2022,11:15,11:30,High,Drinks,2.0,Metropolitian,34,2
0xcb1,PUNERES09DEL03,18.544258,73.921024,19-03-2022,22:50,0.958333333,Low,Meal,2.0,Metropolitian,23,2
0x23e1,PUNERES16DEL01,18.588109,73.902425,02-03-2022,23:30,23:45,Low,Snack,2.0,Urban,15,2
0x8af8,PUNERES16DEL03,18.60848,73.916038,06-03-2022,18:15,18:20,Medium,Meal,2.0,Urban,41,2
0xba0b,PUNERES14DEL01,18.52853,73.887583,01-03-2022,0.708333333,17:05,Medium,Buffet,2.0,Metropolitian,28,2
0xba7d,PUNERES01DEL02,18.62054,73.851767,12-03-2022,0.958333333,23:05,Low,Meal,2.0,Metropolitian,22,1
0x868a,PUNERES04DEL02,18.506434,73.86018,09-03-2022,09:15,09:20,Low,Drinks,1.0,Metropolitian,26,2
0xbf5,PUNERES19DEL02,18.623808,74.003729,10-03-2022,22:10,22:25,Low,Buffet,2.0,,27,0
0x922d,PUNERES12DEL02,18.62477,73.962844,02-04-2022,0.791666667,19:15,Medium,Snack,2.0,Metropolitian,28,0
0x933a,PUNERES07DEL02,18.550577,73.926629,19-03-2022,10:30,10:35,Low,Meal,2.0,Metropolitian,17,2
0xbd18,PUNERES19DEL02,18.631887,73.992141,27-03-2022,19:20,19:25,Jam,Drinks,1.0,Metropolitian,15,0
0x612d,PUNERES13DEL01,18.581913,73.960742,11-03-2022,15:50,0.666666667,Medium,Drinks,1.0,Urban,22,0
0xb591,PUNERES13DEL01,18.60535,73.978888,25-03-2022,18:10,18:25,Medium,Snack,2.0,Metropolitian,20,0
0x5cae,PUNERES15DEL02,18.750864,73.879797,20-03-2022,23:55,24:05:00,Low,Snack,1.0,Metropolitian,29,1
0x6906,PUNERES010DEL02,18.642359,74.026863,14-03-2022,19:40,19:50,Jam,Buffet,2.0,Urban,37,0
0x4bdc,PUNERES09DEL02,18.655287,74.033405,14-03-2022,0.833333333,20:05,Jam,Snack,3.0,Metropolitian,36,0
0x7fff,PUNERES13DEL01,18.618934,73.987552,23-03-2022,18:10,18:15,Medium,Snack,2.0,Urban,22,0
0x1e87,PUNERES010DEL02,18.539514,73.926653,26-03-2022,10:20,10:35,Low,Buffet,1.0,Urban,19,2
0x79bd,PUNERES07DEL01,18.594045,73.972412,23-03-2022,18:35,18:40,Medium,Snack,2.0,Urban,37,0
0xb290,PUNERES18DEL01,18.637362,73.858063,29-03-2022,22:20,22:35,Low,Snack,2.0,Urban,15,1
0x3b2f,PUNERES04DEL01,18.56408,73.907545,10-03-2022,22:40,22:50,Low,Drinks,2.0,Metropolitian,22,2
0x7dd0,PUNERES04DEL01,18.508515,73.844275,01-03-2022,09:20,09:25,Low,Snack,2.0,Urban,26,2
0x3d3b,PUNERES19DEL02,18.617106,73.987538,02-03-2022,0.916666667,22:10,Jam,Meal,2.0,Metropolitian,15,0
0xa680,PUNERES09DEL02,18.648077,74.03385,06-03-2022,22:30,22:35,Low,Meal,2.0,Urban,38,0
0x55c0,PUNERES14DEL02,18.515334,73.860466,24-03-2022,10:10,10:20,Low,Drinks,1.0,,13,2
0x928c,PUNERES05DEL01,18.569174,73.940328,03-04-2022,12:25,12:40,High,Snack,2.0,Metropolitian,27,2
0x2e3e,PUNERES010DEL02,18.598789,73.986378,23-03-2022,0.833333333,20:15,Jam,Drinks,1.0,Metropolitian,27,0
0x4e25,PUNERES15DEL01,18.65142,73.799285,21-03-2022,15:10,15:20,Medium,Meal,1.0,Metropolitian,33,1
0x3e81,PUNERES19DEL02,18.615602,74.002639,08-03-2022,23:20,23:35,Low,Meal,2.0,Urban,26,0
0x650e,PUNERES07DEL01,18.572931,73.939936,24-03-2022,14:20,14:30,High,Snack,1.0,Metropolitian,27,2
0xa5c4,PUNERES03DEL02,18.608252,73.878865,02-03-2022,17:25,17:35,Medium,Snack,3.0,Metropolitian,36,1
0xa9c,PUNERES01DEL03,18.612585,73.830272,01-04-2022,,21:05,,Snack,1.0,Metropolitian,31,1
0x26b7,PUNERES13DEL02,18.591256,73.9643,05-04-2022,18:50,18:55,Medium,Drinks,2.0,Metropolitian,25,0
0x93c3,PUNERES18DEL02,18.599711,73.813321,15-03-2022,10:40,10:45,Low,Buffet,1.0,Metropolitian,28,1
0x8e31,PUNERES13DEL01,18.579131,73.957863,03-04-2022,12:45,0.541666667,High,Drinks,1.0,Urban,17,0
0x1203,PUNERES18DEL02,18.711239,73.921218,02-03-2022,21:25,21:35,Jam,Drinks,2.0,Metropolitian,30,1
0x77cf,PUNERES03DEL03,18.617764,73.885416,12-03-2022,23:55,24:05:00,Low,Drinks,2.0,Metropolitian,24,1
0x508,PUNERES12DEL02,18.556076,73.885319,13-03-2022,,23:50,,Buffet,2.0,Metropolitian,30,2
0x7f12,PUNERES02DEL03,18.624783,73.897925,20-03-2022,23:10,23:25,Low,Snack,1.0,Urban,25,1
0x65c1,PUNERES20DEL01,18.620189,73.816052,28-03-2022,15:55,16:10,Medium,Snack,2.0,Metropolitian,38,1
0xa442,PUNERES03DEL03,18.57308,73.825251,13-03-2022,22:20,22:25,Low,Snack,1.0,Metropolitian,33,1
0x6755,PUNERES19DEL01,18.559378,73.934011,17-03-2022,09:45,0.416666667,Low,Meal,2.0,Metropolitian,25,2
0x2b1e,PUNERES09DEL01,18.58212,73.961188,16-03-2022,0.916666667,22:05,Jam,Meal,1.0,Metropolitian,45,0
0x61df,PUNERES17DEL01,18.542985,73.866395,11-03-2022,0.708333333,17:10,Medium,Meal,2.0,Metropolitian,12,2
0x2899,PUNERES16DEL03,18.548682,73.863768,01-04-2022,0.916666667,22:10,Jam,Buffet,2.0,Metropolitian,30,2
0x5b0d,PUNERES18DEL02,18.595365,73.802644,11-03-2022,08:10,08:15,Low,Buffet,1.0,Metropolitian,15,1
0x8a29,PUNERES04DEL03,18.553678,73.902902,30-03-2022,19:30,19:40,Jam,Snack,1.0,Metropolitian,29,2
0xb29,PUNERES01DEL01,18.567171,73.788749,19-03-2022,0.416666667,10:15,Low,Drinks,2.0,Metropolitian,16,1
0x635c,PUNERES09DEL03,18.585522,73.960107,26-03-2022,20:30,20:45,Jam,Drinks,2.0,,34,0
0xaa86,PUNERES11DEL02,18.541253,73.927492,01-03-2022,08:55,09:10,Low,Snack,1.0,Metropolitian,10,2
0x35b5,PUNERES09DEL01,18.524313,73.905694,09-03-2022,11:50,12:05,High,Drinks,1.0,Metropolitian,21,2
0x2123,PUNERES04DEL03,18.51702,73.866032,13-03-2022,19:15,19:30,Jam,Meal,2.0,Metropolitian,34,2
0x8c87,PUNERES07DEL03,18.612774,73.986702,20-03-2022,20:55,21:10,Jam,Snack,3.0,Metropolitian,36,0
0x8d33,PUNERES09DEL01,18.564466,73.933555,09-03-2022,16:45,0.708333333,Medium,Buffet,2.0,Metropolitian,28,2
0x9f49,PUNERES01DEL02,18.577058,73.795157,13-03-2022,11:10,11:25,High,Drinks,1.0,Urban,31,1
0x1530,PUNERES18DEL01,18.63675,73.859699,18-03-2022,21:35,21:50,Jam,Buffet,2.0,Metropolitian,51,1
0x146c,PUNERES11DEL01,18.561161,73.940336,03-03-2022,14:50,0.625,High,Buffet,2.0,Urban,24,2
0x7189,PUNERES18DEL03,18.626215,73.844009,01-04-2022,0.791666667,19:10,Medium,Meal,1.0,Metropolitian,16,1
0x9560,PUNERES19DEL01,18.658546,74.024293,10-03-2022,23:20,23:25,Low,Meal,1.0,Urban,19,0
0xb084,PUNERES14DEL01,18.571961,73.915156,02-03-2022,19:10,19:25,Jam,Meal,3.0,Metropolitian,42,2
0x7d79,PUNERES19DEL02,18.621788,73.993749,04-04-2022,18:40,18:50,Medium,Snack,1.0,Urban,44,0
0x52c,PUNERES14DEL02,18.622649,73.97791,20-03-2022,,18:30,,Drinks,2.0,Metropolitian,21,0
0xa6ac,PUNERES14DEL01,18.528452,73.882445,26-03-2022,13:45,13:55,High,Buffet,1.0,Metropolitian,33,2
0x68d7,PUNERES19DEL02,18.568969,73.93128,24-03-2022,08:10,08:15,Low,Buffet,1.0,Metropolitian,22,2
