ID,Delivery_person_ID,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,order_freq,Time_taken (min)
0x28d8,PUNERES19DEL02,18.563934,73.915367,18.583935,73.935367,Cloudy,Low,1.0,11
0x444f,PUNERES05DEL01,18.543626,73.905101,18.613626,73.975101,Windy,Jam,1.0,27
0x811f,PUNERES17DEL01,18.530963,73.828972,18.640963,73.938972,Sunny,Low,2.0,25
0x216e,PUNERES01DEL02,18.569156,73.774723,18.589156,73.794723,Stormy,High,2.0,42
0x887e,PUNERES01DEL02,18.569156,73.774723,18.619156,73.824723,Stormy,Medium,3.0,35
0x3284,PUNERES19DEL01,18.563934,73.915367,18.633934,73.985367,Cloudy,Low,2.0,28
0x5ade,PUNERES19DEL02,18.563934,73.915367,18.693935,74.045367,Windy,Low,2.0,13
0x2acd,PUNERES16DEL01,18.536718,73.830327,18.546719,73.840328,Windy,High,2.0,31
0x166b,PUNERES01DEL03,18.569156,73.774723,18.659156,73.864723,Fog,Medium,2.0,35
0xa0ff,PUNERES14DEL03,18.516216,73.842527,18.576216,73.902527,Stormy,Low,1.0,12
0x3353,PUNERES13DEL03,18.56245,73.916619,18.59245,73.946619,Windy,Jam,2.0,29
0xb0b,PUNERES15DEL01,18.636215,73.751081,18.746215,73.861081,Sunny,Jam,2.0,36
0x8c3f,PUNERES18DEL01,18.593481,73.785901,18.703481,73.895901,Windy,Low,2.0,20
0xa3a2,PUNERES20DEL01,18.592718,73.773572,18.702718,73.883572,Windy,Low,1.0,20
0x47bd,PUNERES02DEL01,18.55144,73.804855,18.56144,73.814855,Sandstorms,Low,1.0,24
0x5372,PUNERES010DEL03,18.539299,73.897902,18.629299,73.987902,Cloudy,Jam,3.0,42
0x3787,PUNERES14DEL03,18.516216,73.842527,18.606216,73.932527,Fog,Low,2.0,29
0x94d0,PUNERES20DEL01,18.592718,73.773572,18.662718,73.843572,Sunny,Medium,2.0,18
0x6b2,PUNERES07DEL03,18.546947,73.900626,18.636947,73.990626,Cloudy,Jam,3.0,42
0xad7e,PUNERES09DEL03,18.536562,73.896485,18.626562,73.986485,Fog,Jam,3.0,43
0x574d,PUNERES02DEL01,18.55144,73.804855,18.62144,73.874855,Sunny,Jam,1.0,15
0x4e02,PUNERES02DEL01,18.55144,73.804855,18.59144,73.844855,Cloudy,Medium,1.0,15
0x1d72,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,Cloudy,Jam,2.0,48
0xb5ab,PUNERES16DEL02,18.536718,73.830327,18.556718,73.850327,Stormy,High,2.0,19
0x3900,PUNERES20DEL02,18.592718,73.773572,18.672718,73.853572,Cloudy,Low,1.0,22
0xc6a,PUNERES14DEL03,18.516216,73.842527,18.576216,73.902527,Windy,Jam,2.0,26
0x4a30,PUNERES010DEL01,18.539299,73.897902,18.609299,73.967902,Windy,Jam,2.0,29
0xb40,PUNERES18DEL02,18.593481,73.785901,18.613481,73.805901,Sandstorms,High,2.0,33
0x490b,PUNERES16DEL01,18.536718,73.830327,18.576718,73.870328,Sandstorms,Medium,2.0,26
0x8311,PUNERES07DEL01,18.546947,73.900626,18.616947,73.970626,Sunny,Low,2.0,31
0x1a16,PUNERES010DEL03,18.539299,73.897902,18.599299,73.957902,Fog,Low,1.0,15
0x4135,PUNERES14DEL01,18.516216,73.842527,18.556216,73.882527,Sandstorms,Medium,2.0,27
0x401d,PUNERES17DEL01,18.530963,73.828972,18.640963,73.938972,Sandstorms,Jam,1.0,38
0x4b6c,PUNERES14DEL01,18.516216,73.842527,18.556216,73.882527,Fog,High,2.0,30
0x210b,PUNERES04DEL01,18.51421,73.838429,18.55421,73.878429,Sunny,Medium,1.0,19
0x3dd9,PUNERES09DEL02,18.536562,73.896485,18.616562,73.976485,Fog,Jam,1.0,33
0x5d26,PUNERES07DEL02,18.546947,73.900626,18.596947,73.950626,Fog,Low,2.0,19
0xb5aa,PUNERES20DEL02,18.592718,73.773572,18.672718,73.853572,Cloudy,Medium,2.0,42
0x6d8,PUNERES03DEL01,18.554382,73.798206,18.564382,73.808206,Cloudy,Low,2.0,23
0x9872,PUNERES03DEL01,18.554382,73.798206,18.564382,73.808206,Cloudy,Low,1.0,19
0x72ae,PUNERES01DEL03,18.569156,73.774723,18.629156,73.834723,Fog,Medium,2.0,13
0x43a6,PUNERES01DEL02,18.569156,73.774723,18.589156,73.794723,Sunny,High,2.0,17
0xa7fa,PUNERES08DEL01,18.53408,73.89852,18.64408,74.00852,Stormy,Medium,1.0,25
0x4c2c,PUNERES19DEL03,18.563934,73.915367,18.593934,73.945367,Sunny,Jam,2.0,16
0x1232,PUNERES05DEL03,18.543626,73.905101,18.573626,73.935101,Stormy,Low,2.0,15
0x5149,PUNERES17DEL01,18.530963,73.828972,18.540963,73.838972,Stormy,Low,2.0,17
0xbd08,PUNERES15DEL02,18.636215,73.751081,18.686215,73.801081,Fog,Medium,1.0,16
0xb83,PUNERES09DEL03,18.536562,73.896485,18.566562,73.926485,Sandstorms,Jam,2.0,33
0x47ea,PUNERES03DEL02,18.554382,73.798206,18.684382,73.928206,Sandstorms,Low,2.0,27
0x3624,PUNERES20DEL01,18.592718,73.773572,18.702718,73.883572,Sunny,Low,1.0,38
0x3735,PUNERES11DEL03,18.533811,73.899315,18.593811,73.959315,Sandstorms,Low,2.0,16
0x9fe8,PUNERES02DEL01,18.55144,73.804855,18.62144,73.874855,Windy,Jam,3.0,43
0x4d05,PUNERES08DEL01,18.53408,73.89852,18.60408,73.96852,Stormy,Low,2.0,24
0x507a,PUNERES07DEL01,18.546947,73.900626,18.656947,74.010626,Cloudy,Low,2.0,20
0x7ef6,PUNERES02DEL02,18.55144,73.804855,18.57144,73.824855,Stormy,High,1.0,18
0x77ae,PUNERES07DEL02,18.546947,73.900626,18.566947,73.920626,Stormy,Low,2.0,15
0x7b06,PUNERES11DEL01,18.533811,73.899315,18.573811,73.939315,Sunny,Medium,1.0,22
0xa0b3,PUNERES11DEL02,18.533811,73.899315,18.553811,73.919315,Fog,Low,2.0,22
0xa4f4,PUNERES09DEL01,18.536562,73.896485,18.646562,74.006485,Sandstorms,Jam,1.0,35
0x2c42,PUNERES15DEL01,18.636215,73.751081,18.706215,73.821081,Stormy,Medium,2.0,39
0x9bb3,PUNERES19DEL02,18.563934,73.915367,18.613934,73.965367,Windy,Low,2.0,28
0x1925,PUNERES04DEL03,18.51421,73.838429,18.57421,73.898429,Cloudy,Medium,2.0,28
0x8a22,PUNERES12DEL02,18.520016,73.830547,18.570016,73.880547,Cloudy,Medium,1.0,16
0x9fde,PUNERES06DEL02,18.546258,73.904337,18.566258,73.924337,Sunny,Low,2.0,16
0x4c5,PUNERES18DEL03,18.593481,73.785901,18.683481,73.875901,Fog,Low,2.0,31
0x2021,PUNERES02DEL02,18.55144,73.804855,18.68144,73.934855,Windy,Low,1.0,10
0x370a,PUNERES20DEL01,18.592718,73.773572,18.632718,73.813572,Windy,High,2.0,18
0x36a8,PUNERES01DEL02,18.569156,73.774723,18.589156,73.794723,Sandstorms,Low,2.0,25
0xadf9,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,Windy,Low,2.0,25
0x3b03,PUNERES17DEL02,18.530963,73.828972,18.660963,73.958972,Windy,Medium,2.0,27
0x8f46,PUNERES01DEL01,18.569156,73.774723,18.639156,73.844723,Stormy,Medium,2.0,34
0x6e2c,PUNERES01DEL03,18.569156,73.774723,18.659156,73.864723,Cloudy,Medium,3.0,36
0x62a1,PUNERES17DEL01,18.530963,73.828972,18.600963,73.898972,Fog,Low,2.0,39
0x34b2,PUNERES20DEL03,18.592718,73.773572,18.682718,73.863572,Fog,Jam,2.0,44
0x7909,PUNERES01DEL01,18.569156,73.774723,18.579156,73.784723,Windy,Low,1.0,14
0x9682,PUNERES20DEL02,18.592718,73.773572,18.642718,73.823572,Fog,Medium,1.0,15
0xbc6b,PUNERES07DEL02,18.546947,73.900626,18.596947,73.950626,Sandstorms,Jam,2.0,28
0x9a74,PUNERES14DEL02,18.516216,73.842527,18.646216,73.972527,Stormy,Low,1.0,21
0x8136,PUNERES09DEL02,18.536562,73.896485,18.586562,73.946485,Sunny,Medium,1.0,12
0x96eb,PUNERES07DEL02,18.546947,73.900626,18.566947,73.920626,Fog,Low,1.0,17
0x27a7,PUNERES07DEL03,18.546947,73.900626,18.576947,73.930626,Stormy,Low,2.0,15
0x1f87,PUNERES07DEL03,18.546947,73.900626,18.636947,73.990626,Stormy,Jam,2.0,26
0x77b7,PUNERES08DEL03,18.53408,73.89852,18.62408,73.98852,Windy,Medium,2.0,18
0x9fc2,PUNERES07DEL02,18.546947,73.900626,18.626947,73.980626,Windy,Low,1.0,19
0x77cc,PUNERES07DEL01,18.546947,73.900626,18.656947,74.010626,Windy,Medium,2.0,22
0x33b6,PUNERES11DEL01,18.533811,73.899315,18.643811,74.009315,Cloudy,Jam,3.0,48
0x1329,PUNERES12DEL03,18.520016,73.830547,18.610016,73.920547,Cloudy,Low,2.0,24
0x60aa,PUNERES05DEL03,18.543626,73.905101,18.603626,73.965101,Sandstorms,Jam,2.0,29
0x4514,PUNERES18DEL02,18.593481,73.785901,18.643481,73.835901,Sandstorms,Low,2.0,29
0x9a58,PUNERES01DEL02,18.569156,73.774723,18.649156,73.854723,Cloudy,Jam,2.0,38
0x59ca,PUNERES05DEL02,18.543626,73.905101,18.673626,74.035101,Stormy,Jam,2.0,26
0x35f2,PUNERES12DEL01,18.520016,73.830547,18.630016,73.940547,Sunny,Low,2.0,41
0x9f35,PUNERES11DEL03,18.533811,73.899315,18.563811,73.929315,Stormy,Low,2.0,17
0x1ff8,PUNERES06DEL02,18.546258,73.904337,18.676258,74.034337,Fog,Low,2.0,23
0x8c57,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,Sandstorms,Low,1.0,27
0xb1d1,PUNERES09DEL01,18.536562,73.896485,18.606562,73.966485,Cloudy,Jam,2.0,39
0x74b3,PUNERES06DEL01,18.546258,73.904337,18.656258,74.014337,Sandstorms,Low,1.0,18
0xe19,PUNERES01DEL01,18.569156,73.774723,18.639156,73.844723,Cloudy,Medium,2.0,48
0x1c2e,PUNERES14DEL01,18.516216,73.842527,18.626216,73.952527,Windy,Medium,1.0,27
0xb85e,PUNERES16DEL03,18.536718,73.830327,18.596719,73.890327,Cloudy,Jam,1.0,23
0x30e0,PUNERES03DEL02,18.554382,73.798206,18.574382,73.818206,Windy,Low,1.0,10
0xa771,PUNERES06DEL01,18.546258,73.904337,18.616258,73.974337,Windy,Jam,2.0,27
0x750a,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,Fog,Low,2.0,23
0x8843,PUNERES15DEL02,18.636215,73.751081,18.656215,73.771081,Fog,Low,2.0,17
0x77c8,PUNERES02DEL01,18.55144,73.804855,18.66144,73.914855,Cloudy,Medium,2.0,26
0x8ad8,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,Sunny,Low,2.0,41
0x7cf9,PUNERES06DEL02,18.546258,73.904337,18.596258,73.954337,Windy,Jam,2.0,34
0x1d7b,PUNERES11DEL03,18.533811,73.899315,18.563811,73.929315,Stormy,Jam,2.0,27
0x910b,PUNERES07DEL01,18.546947,73.900626,18.656947,74.010626,Stormy,Medium,2.0,19
0x9a3c,PUNERES010DEL02,18.539299,73.897902,18.619299,73.977902,Cloudy,Medium,3.0,42
0x71bf,PUNERES17DEL02,18.530963,73.828972,18.660963,73.958972,Fog,Medium,2.0,41
0xbd90,PUNERES18DEL02,18.593481,73.785901,18.613481,73.805901,Windy,Low,1.0,20
0xbcd6,PUNERES18DEL01,18.593481,73.785901,18.663481,73.855901,Fog,Jam,2.0,48
0x7aa9,PUNERES20DEL03,18.592718,73.773572,18.622718,73.803572,Stormy,Jam,2.0,13
0x80b,PUNERES17DEL01,18.530963,73.828972,18.570963,73.868972,Fog,High,1.0,23
0x3a08,PUNERES20DEL03,18.592718,73.773572,18.682718,73.863572,Fog,Low,2.0,31
0x44df,PUNERES03DEL02,18.554382,73.798206,18.684382,73.928206,Sunny,Jam,2.0,15
0xbe6d,PUNERES08DEL03,18.53408,73.89852,18.56408,73.92852,Stormy,Jam,3.0,48
0xbd01,PUNERES09DEL03,18.536562,73.896485,18.626562,73.986485,Cloudy,Jam,1.0,46
0x595b,PUNERES05DEL01,18.543626,73.905101,18.553626,73.915101,Cloudy,Low,1.0,15
0x3b4c,PUNERES16DEL01,18.536718,73.830327,18.606718,73.900327,Sandstorms,Low,2.0,20
0xbd81,PUNERES12DEL03,18.520016,73.830547,18.580016,73.890547,Stormy,Low,2.0,19
0x3fbc,PUNERES20DEL03,18.592718,73.773572,18.682718,73.863572,Stormy,Low,2.0,16
0x1c9d,PUNERES13DEL02,18.56245,73.916619,18.58245,73.936619,Sunny,High,1.0,22
0x6b8,PUNERES20DEL02,18.592718,73.773572,18.642718,73.823572,Windy,Medium,2.0,30
0xb41b,PUNERES01DEL02,18.569156,73.774723,18.699156,73.904723,Windy,Medium,2.0,22
0xa738,PUNERES06DEL01,18.546258,73.904337,18.656258,74.014337,Sandstorms,Low,2.0,18
0xb9fc,PUNERES13DEL01,18.56245,73.916619,18.60245,73.956619,Sunny,High,1.0,18
0x987d,PUNERES04DEL03,18.51421,73.838429,18.54421,73.868429,Windy,Low,1.0,11
0x8c5b,PUNERES11DEL01,18.533811,73.899315,18.573811,73.939315,Sandstorms,Medium,1.0,34
0x94d9,PUNERES19DEL03,18.563934,73.915367,18.593934,73.945367,Stormy,Medium,2.0,25
0x25ca,PUNERES03DEL01,18.554382,73.798206,18.594382,73.838206,Sunny,High,1.0,11
0x4eab,PUNERES09DEL01,18.536562,73.896485,18.606562,73.966485,Windy,Low,1.0,22
0x651,PUNERES15DEL02,18.636215,73.751081,18.656215,73.771081,Sandstorms,Low,2.0,12
0x5da4,PUNERES12DEL02,18.520016,73.830547,18.540016,73.850547,Fog,Low,2.0,24
0x8540,PUNERES02DEL03,18.55144,73.804855,18.58144,73.834855,Windy,Jam,2.0,28
0xbbb8,PUNERES18DEL02,18.593481,73.785901,18.613481,73.805901,Cloudy,Low,1.0,14
0x6de6,PUNERES04DEL03,18.51421,73.838429,18.57421,73.898429,Windy,Jam,2.0,30
0x3791,PUNERES14DEL02,18.516216,73.842527,18.646216,73.972527,Cloudy,Jam,2.0,40
0x80e5,PUNERES14DEL01,18.516216,73.842527,18.526216,73.852527,Windy,High,1.0,27
0x49b1,PUNERES06DEL03,18.546258,73.904337,18.576258,73.934337,Fog,Low,2.0,18
0x1b19,PUNERES17DEL01,18.530963,73.828972,18.600963,73.898972,Cloudy,Low,2.0,26
0xa468,PUNERES19DEL01,18.563934,73.915367,18.633934,73.985367,Cloudy,Jam,2.0,39
0x2158,PUNERES19DEL03,18.563934,73.915367,18.653934,74.005367,Cloudy,Jam,3.0,37
0x4b55,PUNERES15DEL03,18.636215,73.751081,18.696215,73.811081,Cloudy,Jam,1.0,31
0x716d,PUNERES19DEL02,18.563934,73.915367,18.693935,74.045367,Windy,Jam,3.0,42
0x1dc9,PUNERES12DEL02,18.520016,73.830547,18.600016,73.910547,Sunny,Low,2.0,27
0x8803,PUNERES08DEL03,18.53408,73.89852,18.59408,73.95852,Windy,Jam,1.0,11
0x386e,PUNERES14DEL03,18.516216,73.842527,18.606216,73.932527,Cloudy,Low,2.0,30
0x572e,PUNERES18DEL01,18.593481,73.785901,18.603481,73.795901,Windy,Low,2.0,25
0x904a,PUNERES05DEL01,18.543626,73.905101,18.613626,73.975101,Sandstorms,Low,2.0,25
0x93ae,PUNERES010DEL02,18.539299,73.897902,18.559299,73.917902,Stormy,High,2.0,38
0x2cd7,PUNERES010DEL02,18.539299,73.897902,18.589299,73.947902,Sunny,Jam,1.0,16
0xab69,PUNERES17DEL03,18.530963,73.828972,18.590963,73.888972,Fog,Medium,1.0,13
0x90ec,PUNERES06DEL03,18.546258,73.904337,18.576258,73.934337,Stormy,Low,2.0,16
0x8399,PUNERES13DEL02,18.56245,73.916619,18.61245,73.966619,Stormy,Low,2.0,18
0x5b9d,PUNERES02DEL01,18.55144,73.804855,18.66144,73.914855,Fog,Medium,2.0,35
0x814,PUNERES17DEL03,18.530963,73.828972,18.620963,73.918972,Clear,Medium,2.0,17
0x1d64,PUNERES08DEL02,18.53408,73.89852,18.58408,73.94852,Sandstorms,Jam,1.0,10
0x8db4,PUNERES07DEL03,18.546947,73.900626,18.576947,73.930626,Windy,Medium,1.0,26
0xb855,PUNERES14DEL01,18.516216,73.842527,18.556216,73.882527,Cloudy,High,2.0,30
0x3657,PUNERES07DEL02,18.546947,73.900626,18.566947,73.920626,Windy,Low,2.0,26
0xbc21,PUNERES14DEL01,18.516216,73.842527,18.586216,73.912527,Sandstorms,Jam,2.0,34
0x3b74,PUNERES11DEL03,18.533811,73.899315,18.593811,73.959315,Fog,Low,1.0,15
0x7181,PUNERES16DEL01,18.536718,73.830327,18.546719,73.840328,Windy,High,1.0,11
0x2ec2,PUNERES03DEL02,18.554382,73.798206,18.604382,73.848206,Windy,Jam,2.0,25
0x3e73,PUNERES03DEL02,18.554382,73.798206,18.574382,73.818206,Windy,High,2.0,27
0x33f6,PUNERES17DEL01,18.530963,73.828972,18.600963,73.898972,Cloudy,Jam,1.0,32
0x402e,PUNERES18DEL03,18.593481,73.785901,18.623481,73.815901,Fog,Jam,2.0,24
0xb24a,PUNERES010DEL01,18.539299,73.897902,18.649299,74.007902,Sandstorms,Jam,2.0,22
0x33d7,PUNERES16DEL01,18.536718,73.830327,18.546719,73.840328,Fog,Low,2.0,18
0x821c,PUNERES010DEL03,18.539299,73.897902,18.569299,73.927902,Cloudy,Medium,2.0,18
0xa5fe,PUNERES13DEL01,18.56245,73.916619,18.57245,73.926619,Windy,Low,1.0,22
0x14a1,PUNERES06DEL02,18.546258,73.904337,18.596258,73.954337,Windy,Low,2.0,13
0x3fff,PUNERES03DEL01,18.554382,73.798206,18.564382,73.808206,Stormy,Low,1.0,27
0x4039,PUNERES07DEL03,18.546947,73.900626,18.576947,73.930626,Sandstorms,Low,2.0,18
0xa43e,PUNERES13DEL01,18.56245,73.916619,18.63245,73.986619,Stormy,Low,1.0,17
0x502e,PUNERES06DEL02,18.546258,73.904337,18.676258,74.034337,Stormy,Medium,1.0,49
0xbe37,PUNERES11DEL03,18.533811,73.899315,18.563811,73.929315,Sandstorms,Jam,1.0,20
0x697a,PUNERES11DEL02,18.533811,73.899315,18.663811,74.029315,Fog,Medium,2.0,38
0x8743,PUNERES08DEL02,18.53408,73.89852,18.55408,73.91852,Sandstorms,High,1.0,29
0x3dfe,PUNERES13DEL03,18.56245,73.916619,18.65245,74.006619,Sandstorms,Low,2.0,28
0x9cf8,PUNERES01DEL01,18.569156,73.774723,18.579156,73.784723,Sunny,Low,1.0,20
0x7614,PUNERES19DEL03,18.563934,73.915367,18.623935,73.975367,Sandstorms,Medium,2.0,24
0x9464,PUNERES09DEL01,18.536562,73.896485,18.576562,73.936485,Cloudy,Medium,2.0,18
0x6db7,PUNERES07DEL03,18.546947,73.900626,18.636947,73.990626,Cloudy,Jam,3.0,44
0xb7b9,PUNERES14DEL03,18.516216,73.842527,18.606216,73.932527,Windy,Jam,1.0,31
0x6e05,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,Sunny,Jam,1.0,32
0x7812,PUNERES04DEL02,18.51421,73.838429,18.59421,73.918429,Windy,Low,2.0,23
0x81da,PUNERES05DEL02,18.543626,73.905101,18.673626,74.035101,Windy,Medium,1.0,18
0x1397,PUNERES08DEL03,18.53408,73.89852,18.62408,73.98852,Sandstorms,Jam,2.0,43
0x5c4c,PUNERES16DEL01,18.536718,73.830327,18.606718,73.900327,Sandstorms,Jam,1.0,39
0x95eb,PUNERES20DEL02,18.592718,73.773572,18.722718,73.903572,Fog,Low,2.0,36
0xb718,PUNERES07DEL01,18.546947,73.900626,18.556947,73.910626,Stormy,Low,1.0,25
0x2f69,PUNERES13DEL01,18.56245,73.916619,18.57245,73.926619,Sunny,Low,1.0,16
0x9b42,PUNERES06DEL02,18.546258,73.904337,18.566258,73.924337,Stormy,Low,2.0,24
0x7809,PUNERES08DEL02,18.53408,73.89852,18.61408,73.97852,Stormy,Jam,1.0,25
0xb031,PUNERES08DEL03,18.53408,73.89852,18.62408,73.98852,Sunny,Medium,2.0,12
0x86a0,PUNERES11DEL03,18.533811,73.899315,18.623811,73.989315,Fog,Medium,2.0,25
0x3260,PUNERES09DEL01,18.536562,73.896485,18.646562,74.006485,Cloudy,Jam,1.0,49
0x535,PUNERES15DEL03,18.636215,73.751081,18.726215,73.841081,Fog,Low,2.0,22
0xcc5,PUNERES20DEL03,18.592718,73.773572,18.682718,73.863572,Sunny,Medium,2.0,20
0x8f8f,PUNERES18DEL03,18.593481,73.785901,18.683481,73.875901,Cloudy,Jam,2.0,43
0x2223,PUNERES09DEL01,18.536562,73.896485,18.606562,73.966485,Sandstorms,Low,2.0,19
0x818a,PUNERES08DEL02,18.53408,73.89852,18.58408,73.94852,Sandstorms,Medium,2.0,25
0x26e6,PUNERES18DEL03,18.593481,73.785901,18.683481,73.875901,Stormy,Low,2.0,29
0xa2a6,PUNERES13DEL02,18.56245,73.916619,18.58245,73.936619,Fog,High,2.0,20
0x9522,PUNERES18DEL03,18.593481,73.785901,18.623481,73.815901,Fog,Low,2.0,14
0xa912,PUNERES13DEL01,18.56245,73.916619,18.63245,73.986619,Cloudy,Jam,2.0,41
0x8f45,PUNERES12DEL02,18.520016,73.830547,18.540016,73.850547,Windy,Low,2.0,22
0x4c06,PUNERES05DEL02,18.543626,73.905101,18.673626,74.035101,Fog,Low,1.0,28
0xa33,PUNERES09DEL01,18.536562,73.896485,18.606562,73.966485,Cloudy,Medium,2.0,32
0x8fad,PUNERES08DEL01,18.53408,73.89852,18.64408,74.00852,Sunny,Medium,1.0,33
0x5021,PUNERES06DEL03,18.546258,73.904337,18.576258,73.934337,Windy,Medium,2.0,27
0xa6bd,PUNERES20DEL03,18.592718,73.773572,18.622718,73.803572,Sandstorms,Medium,2.0,29
0x3cb6,PUNERES15DEL03,18.636215,73.751081,18.696215,73.811081,Cloudy,Medium,2.0,27
0x90e4,PUNERES13DEL02,18.56245,73.916619,18.64245,73.996619,Sunny,Medium,3.0,35
0x197c,PUNERES18DEL03,18.593481,73.785901,18.653481,73.845901,Fog,Low,1.0,23
0xb70c,PUNERES03DEL01,18.554382,73.798206,18.664382,73.908206,Cloudy,Jam,2.0,47
0x9baf,PUNERES08DEL03,18.53408,73.89852,18.56408,73.92852,Windy,Jam,1.0,13
0xa4bf,PUNERES09DEL02,18.536562,73.896485,18.586562,73.946485,Stormy,Medium,2.0,31
0xb82c,PUNERES11DEL01,18.533811,73.899315,18.643811,74.009315,Sunny,Low,2.0,27
0x853a,PUNERES17DEL02,18.530963,73.828972,18.660963,73.958972,Fog,Low,2.0,30
0x69aa,PUNERES04DEL03,18.51421,73.838429,18.54421,73.868429,Sunny,Low,2.0,16
0x7654,PUNERES02DEL02,18.55144,73.804855,18.57144,73.824855,Cloudy,Low,1.0,24
0x834e,PUNERES12DEL03,18.520016,73.830547,18.550016,73.860547,Sandstorms,Jam,1.0,35
0x8693,PUNERES01DEL01,18.569156,73.774723,18.679156,73.884723,Sandstorms,Low,2.0,24
0x6295,PUNERES17DEL02,18.530963,73.828972,18.580963,73.878972,Stormy,Medium,2.0,23
0x5db3,PUNERES14DEL02,18.516216,73.842527,18.566216,73.892527,Fog,Jam,1.0,37
0x9c29,PUNERES11DEL01,18.533811,73.899315,18.573811,73.939315,Fog,High,2.0,21
0x8d5d,PUNERES04DEL03,18.51421,73.838429,18.57421,73.898429,Sunny,Medium,1.0,22
0x6551,PUNERES08DEL02,18.53408,73.89852,18.66408,74.02852,Stormy,Low,1.0,10
0x4469,PUNERES17DEL03,18.530963,73.828972,18.620963,73.918972,Windy,Medium,2.0,39
0x3e13,PUNERES01DEL03,18.569156,73.774723,18.659156,73.864723,Stormy,Jam,2.0,17
0x80d1,PUNERES14DEL01,18.516216,73.842527,18.586216,73.912527,Cloudy,Jam,2.0,37
0x3f24,PUNERES04DEL03,18.51421,73.838429,18.54421,73.868429,Fog,Jam,1.0,22
0x1820,PUNERES18DEL03,18.593481,73.785901,18.653481,73.845901,Sandstorms,Low,2.0,25
0xaf29,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,Sandstorms,Medium,2.0,17
0xb664,PUNERES05DEL02,18.543626,73.905101,18.593626,73.955101,Windy,Medium,2.0,31
0x6fca,PUNERES02DEL02,18.55144,73.804855,18.57144,73.824855,Fog,Low,2.0,20
0x4a7d,PUNERES14DEL02,18.516216,73.842527,18.536216,73.862527,Sunny,Low,1.0,19
0x5df2,PUNERES19DEL03,18.563934,73.915367,18.593934,73.945367,Fog,Jam,2.0,26
0x863e,PUNERES04DEL03,18.51421,73.838429,18.60421,73.928429,Stormy,Low,2.0,20
0x8cae,PUNERES09DEL02,18.536562,73.896485,18.666562,74.026485,Sandstorms,Medium,2.0,35
0x58e9,PUNERES20DEL02,18.592718,73.773572,18.722718,73.903572,Cloudy,Jam,2.0,33
0x4c03,PUNERES17DEL02,18.530963,73.828972,18.580963,73.878972,Windy,Low,2.0,13
0x7a23,PUNERES03DEL02,18.554382,73.798206,18.634382,73.878206,Stormy,Jam,2.0,30
0x6e1a,PUNERES08DEL02,18.53408,73.89852,18.61408,73.97852,Windy,Medium,2.0,37
0xabe3,PUNERES04DEL01,18.51421,73.838429,18.52421,73.848429,Sunny,Low,2.0,13
0xb731,PUNERES02DEL02,18.55144,73.804855,18.60144,73.854855,Fog,Jam,2.0,33
0x43e7,PUNERES12DEL03,18.520016,73.830547,18.610016,73.920547,Stormy,Jam,2.0,34
0x514c,PUNERES06DEL02,18.546258,73.904337,18.566258,73.924337,Cloudy,Low,1.0,15
0x1895,PUNERES15DEL01,18.636215,73.751081,18.746215,73.861081,Sandstorms,Low,1.0,11
0x2e4b,PUNERES13DEL01,18.56245,73.916619,18.57245,73.926619,Windy,Low,1.0,18
0x3698,PUNERES03DEL01,18.554382,73.798206,18.594382,73.838206,Stormy,High,1.0,34
0x2453,PUNERES17DEL02,18.530963,73.828972,18.550963,73.848972,Sunny,Low,2.0,12
0x86e3,PUNERES18DEL01,18.593481,73.785901,18.633481,73.825901,Fog,High,1.0,27
0x13e6,PUNERES01DEL02,18.569156,73.774723,18.619156,73.824723,Cloudy,Jam,1.0,26
0x8001,PUNERES05DEL02,18.543626,73.905101,18.623626,73.985101,Windy,Jam,2.0,37
0x2e7e,PUNERES07DEL01,18.546947,73.900626,18.616947,73.970626,Windy,Low,1.0,10
0xb01b,PUNERES03DEL03,18.554382,73.798206,18.584382,73.828206,Fog,Medium,2.0,31
0x65f4,PUNERES11DEL02,18.533811,73.899315,18.613811,73.979315,Fog,Medium,1.0,35
0x961f,PUNERES17DEL01,18.530963,73.828972,18.640963,73.938972,Windy,Jam,2.0,16
0x2b2d,PUNERES19DEL01,18.563934,73.915367,18.633934,73.985367,Sandstorms,Low,2.0,22
0x2811,PUNERES15DEL01,18.636215,73.751081,18.706215,73.821081,Sandstorms,Medium,2.0,20
0x6b30,PUNERES12DEL03,18.520016,73.830547,18.610016,73.920547,Stormy,Medium,2.0,16
0x4dd6,PUNERES17DEL01,18.530963,73.828972,18.640963,73.938972,Sandstorms,Low,2.0,16
0x8d0b,PUNERES13DEL02,18.56245,73.916619,18.64245,73.996619,Cloudy,Low,2.0,37
0xb505,PUNERES13DEL02,18.56245,73.916619,18.69245,74.046619,Cloudy,Jam,2.0,45
0x2058,PUNERES07DEL03,18.546947,73.900626,18.606947,73.960626,Fog,Jam,1.0,38
